row_id,thread_id,message,true_intent,should_escalate,labeler,label_notes
gold_146,15272,@AmazonHelp Please don't help.u have very useless process of helping.if u want plz refund me atleast in time which is also now least expected,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_147,22526,"@AmazonHelp hahahaha, you sent me this yesterday. If my problem is, I can't login, how do you expect me to complete this page I have to log in to?",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_148,35147,@115850 This is quality of the grinder that was delivered just now.Broken grinder stone and scratched product all over.Mere refnd engh??? https://t.co/FyCq2DSjnE,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_149,49898,@AmazonHelp it has shipped already VIA UPS GROUND not via 1 day shipping #Fraud,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_150,22592,@AmazonHelp Unfortunately I'll have to cancel it then..disappointed https://t.co/YrXSmd0Duh,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_151,16101,Thanks @AmazonHelp for solving my issue . But after 8 day it's really long time you took to solve . But #thanks,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_152,670,@115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_153,3759,@115830 you pay for prime expecting next day delivery. Then receive 2 emails half hr apart 'failed delivery' but your sitting at home 😡,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_154,15692,"Haven't received my refund, it's been more than a week @115850",refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_155,24535,@AmazonHelp It's says to sign up for prime and then takes me to website where I see manage prime Membership page once I login,account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_156,39576,"@AmazonHelp I did. It keeps happening to me. I mostly buy books, and my books end up looking like old books or they come damaged.",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_157,49901,"@115821 #Amazon shipping #fraud not limited 2 #prime, paid for 1-day shipping on Mon, package scheduled to arrive next Mon. UPS says on time",fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_158,23209,"@AmazonHelp It notes its being sent back to the sender - which, if true, is totally unacceptable - not exactly #prime level service",general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_159,16112,@AmazonHelp Ahhh okay makes sense :) thank you! I hope my package comes Friday 🙌,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_160,676,@115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_161,4863,@AmazonHelp They said it was UPS. UPS says they never received the package to deliver ¯\_(ツ)_/¯,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_162,15700,Hey @115850 @AmazonHelp I need an update on my refund! Can you help?,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_163,25841,"@AmazonHelp yeah I am, I only have the one login!",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_164,42553,@AmazonHelp I don't think the package is damaged.Rather carrier communication issue. Why else the changing stories ?found out about return from email.,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_165,49919,@AmazonHelp someone hacked onto my amazon account and changed the email and password what do i do????,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_166,25306,@AmazonHelp Wasn’t even brought up. I called and used the chat. Very disappointed.,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_167,16851,@AmazonHelp Great response by Amazon.... compensation of 500 INR...no legal action against seller &amp; brand #JeffBezos https://t.co/JmwhiGX814,praise_or_other,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_168,681,@115821 https://t.co/Gb0beuA3IN,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_169,4864,"Hey @115821, maybe don't ask people to pay $8 for ""launch day arrival"" if you're not going to ship the package until the day after launch!",delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_170,16757,@AmazonHelp No one knows what to do to get my refund back to me! https://t.co/q71Ycboikm,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_171,28910,@AmazonHelp I cant get to this link bcoz it is saying to login amaozn aocunt.but my acount is on hold.plz unhold my account,account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_172,43248,"@115821 I am very heart broken right now, makeup needs to have a fragile label on the box/envelope. https://t.co/g2zBdP40AN",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_173,56859,.@115821 why is my account being hacked like every week now...! https://t.co/zToW3sG9CC,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_174,25309,Nothing like having my @115766 stolen from my mailbox and getting absolutely 0 help from @115821. #disappointed,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_175,17634,"@115850 I am a amazon prime user, I don’t see great offers nor I see any difference between prime and non prime, what’s the point then ?",praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_176,685,@AmazonHelp Details sent. Please check.,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_177,4868,Ordered one simple camera from @115821 3x and all the 3x it’s been lost in transit. Ha you’ve got to be kidding me.. 😒😒😒😒😒,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_178,16784,@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..! Ur seller is even not taking calls nw,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_179,29943,@AmazonHelp I was told I'd receive an email to reset my password since my account was hacked and 5 phone calls later nothing.,account_access,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_180,43640,@AmazonHelp hi! i was sent a replacement for an item but i wanted 2 chnge the dropoff location but cant cause shipping label was sent from u guys can ya help,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_181,59584,"@AmazonHelp So I logged on from another pc to ensure safety &amp; couldn't find this link, nor any way to communicate w ur customer svc.",fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_182,25863,"@115850 @121284 hey amazon, my echo dot is taking 4 days to be delivered even though I am in Mumbai. #disappointed #badService",general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_183,17661,@AmazonHelp Thanks a lot for helping your consumers we always grateful to u. There is no online shopping app where problems not occur but to help,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_184,690,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_185,4954,"Got 2 packages delivered today from @115821 via their AMZL service. One package gets dumped at Leasing Office, which is not the address on package &amp; 1 package gets delivered to address on package, which is my apartment. 2 drivers, different results. I was home all day.",delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_186,16790,@AmazonHelp Last mail rec'd on 09.10.2017 stating refund will be in my account by 14.10.2017 Bt same not rec'd.,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_187,30016,"@AmazonHelp I can't complete the form because it asks me to sign in, but because it's a consumer-side form it doesn't recognise my Vendor Central login.",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_188,44523,@115850 @AmazonHelp my OD ID is 4__credit_card__ &amp; Tracking ID is 213112426556 It was a replacement of faulty product,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_189,59585,".@115821 you have ppl calling for personal info, that comes off as fraudulent. And rude, she hung up when asked to verify herself.",fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_190,25938,"@AmazonHelp so I order on prime for next day delivery and receive nothing :/ cant track parcel, cant contact seller...how do I get my delivery??massively disappointed",general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_191,18187,"@AmazonHelp They have promised me that my cashback of INR 1500 will be received by 5th November, hope this doesn't repeat in future. Thanks #AmazonIndia",praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_192,693,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_193,4956,@AmazonHelp I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_194,16792,"@AmazonHelp All m getting is apologies but no refund.. everything is online, unable to understand the delay!!",refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_195,31402,"@115830 I've been waiting for a parcel that was meant to arrive on Monday, to log in to my orders today to find that it is being returned",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_196,46532,@AmazonHelp I was asked to wait 24hrs whilst you investigated. Replacement offered and said I’d receive an email about it which I haven’t had.,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_197,63820,@AmazonHelp i am still waiting for a solution for this pathetic fraud didnt got any call,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_198,26946,@115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_199,18193,"@AmazonHelp @115850 @120040 Wow this is great, now again i am getting mail that max eligible cashback is INR450. What the heck is wrong with Amazon support. @115850",praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_200,1693,@AmazonHelp but I can’t find the options to cancel or re-order?,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
